b'I just can\xe2\x80\x99t do it \xf0\x9f\x98\xad',None
b'Don\xe2\x80\x99t ever try to tell me your rivalry is better. Just don\xe2\x80\x99t. #IronBowl2019',| 205 |
"b'@elizabeth3230 Winning, but should be up more'",None
b'\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',None
b'I really tweaked not getting that Kith Sherpa',"Chicago, IL"
b'There is nothing more annoying than the coach of the defending champs - and a team universally regarded as one of t\xe2\x80\xa6 https://t.co/wxMdE0bi2v',"Columbus, Ohio"
b'@complexchelle @iAYoshie LMBO! (The basement bathroom though)',NYC.
b'@19Phranchize @_MilanandCo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Texan lost in Florida 
b'I\xe2\x80\x99ve been looking for this door. #gnostic #gnosticism @gnosticish',"Tallahasssee, FL"
b'\xf0\x9f\xa7\xa8BLACK FRIDAY SALE \xf0\x9f\xa7\xa8 \nOur Black Friday sale is now LIVE until midnight on CYBER MONDAY !! Enjoy &amp; thank you for all\xe2\x80\xa6 https://t.co/gqJDx31wq3',"Atlanta, GA"
b'my tweets been flopping lately time to post my tiddies',None
b'Brought back these bad boys just in time for the holidays.  Black hooded cloaks are back up on Etsy!!  I took a rea\xe2\x80\xa6 https://t.co/mjR0uTI2Ii',"Montreal, Quebec"
"b'My sister is a tough bitch, I love her. \xf0\x9f\x92\x9b'",New York City
"b'Me thing to get me thru this week, my cousin will be here next weekend.'",Mount hope
b'cant wait to listen to \xe2\x80\x9crock the boat\xe2\x80\x9d on repeat for 30 hrs',"Chicago, IL"
b'@Kikipaid00 @Evelyn_Burrito $xhalleym',None
b'I need to try this immediately!',Long Beach
b'Who to gave me some mac an cheese with some yams last night i was drunk af eating that shit \xf0\x9f\x98\xad\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',None
b'@KnuckleheadSean Congratulations uff what a punch by Casimero \xf0\x9f\xa4\x9c\xf0\x9f\x8f\xbd\xf0\x9f\x92\xa5',"Tampa, FL"
b'Let\xe2\x80\x99s go get chicken sandwiches \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94',None
b'@Big_sheffy Lowkey skyward sword top 3 shit was amazing',Hyrule • 1/10 
b'@jwmeiser The passive voice is a valuable component of \xe2\x80\x9ctotal obfuscation writing.\xe2\x80\x9d It is especially useful to obsc\xe2\x80\xa6 https://t.co/t7Ict55Rx3',"West Chester, PA"
"b'A 2020 version of Final Destination would scare the shit outta me, no lie'","Atlanta, GA"
b'Framework Interoperability\n\nEnabling interoperability makes it possible to get great ideas into production faster.\xe2\x80\xa6 https://t.co/ONVM37QOCV',"Québec, Canada"
"b""@HannanChakkar &amp; I met our new friend Zoey today. She's pretty cute. \xf0\x9f\x92\x97""",Coolsville
"b'@KanelandHoops leads big after the first quarter of play, 18-2.  @PhotoZealots in the house tonight!  Check them ou\xe2\x80\xa6 https://t.co/GZwO0TMfhm'","Maple Park, Il"
b'Bruh that mug \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',"Los Angeles, CA"
b'I was talking so nasty on the phone and chass was weak last night \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 @gotLUCHEii_iiDO',NEW ORLEANS
b'@realDonaldTrump Like Mitch and the 300+ bills passed in the House!!!! #DitchMitch2020 #DumpTrump2020',"Oakland, CA"
b'Gary Danielson was screaming knee down before it even was \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',"Atlanta, GA"
b'\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8f\x88\xf0\x9f\x92\xaf\xf0\x9f\x96\xa4\xe2\xad\x95\xef\xb8\x8f https://t.co/NWEH4Yh3M5',"Youngstown, OH"
b'@naebae328 \xf0\x9f\xa5\xb3',None
b'@dogwithfootball It\xe2\x80\x99s bleak',None
b'the mountains look beautiful!!!!',pomonaaaa
b'https://t.co/v0n11UGyeu',"Lubbock, TX"
"b""I'm at Casa Mia in Henderson, NV https://t.co/Gyed5r2OFD""",Southern Nevada
b'@bashbeard RIP gone too soon',London
b'@YoungMAMusic @monkhealing',"New York, NY"
b'@TexasHomme',"Scottsdale, Arizona"
b'@iammalyk Shutcha ass up.',"Greensboro, AL // Mobile, AL"
b'We made it from Saratoga springs with plenty of time to spare. No reason the rest of you can\xe2\x80\x99t get here! Let\xe2\x80\x99s fill\xe2\x80\xa6 https://t.co/puMgFnYBm9',"Layton, UT"
b'went to bed at 4am woke up at 1pm .. &amp; im ready to take a damn nap \xf0\x9f\xa4\xa7',tac town 📍
b'Lmfao!!!',"Virginia, USA"
b'Wtf \xf0\x9f\x98\x82all I see is twitter porn .RELAX',"Georgia, USA"
"b'Heard an ad for Cigna promoting their mental health support alongside physical. From what I have heard, the bigger\xe2\x80\xa6 https://t.co/Mr8M7D596B'",Ireland
"b'After one: Thomas Worthington 16, St. Ignatius 12 \n\nTyrese Hughey and Jalen Sullinger both with an impressive first for the Cards'",Columbus 
b'The Charlotte 49ers are winners of five straight and have secured the first winning season in program history.\n\nWha\xe2\x80\xa6 https://t.co/xFK8CVCwI6',"Charlotte, NC"
b'Happy Thanksgiving with fractal art. Sqrt(-1)/ 8 pi https://t.co/t4XuqXBBXy',"Rapid Plunge, Chicago"
"b""Stars And Stripes is hardly a liberal publication. They're politely calling B.S. on Trump's Taliban talk.\nhttps://t.co/JoIckJB66a""","Youngstown, OH"
b'@Klein2Eric @WandaWomanHere @TheDaveWeinbaum @blondygirl1 @BruceAlrighty45 @beeemark @brenzachip @secretstranger9\xe2\x80\xa6 https://t.co/mbMwdqfAa2',"Miami Florida, USA"
b'https://t.co/10R7ozSZSN',"Cincinnati, OH"
b'How could anyone say professional sports are better than college sports after all the college football this weekend?',"French Lick, IN"
b'Matthew Schultz continues his UK Chart reign with a  Top 10 Music Week Commercial Pop Club hit feat Gyptian and Ele\xe2\x80\xa6 https://t.co/qO6dvfECsY',"New York, NY"
b'2010 Tyrique used to be lying like a mfcka \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\xad \nGirl: Wyd\nMe: \xe2\x80\x9cThinkin bout chueee &lt;3 ;)\xe2\x80\x9d',None
b'Im always right #IWasTestedAndTurnsOut https://t.co/Z42lKDzrgd',None
b'@thesuiil \xf0\x9f\x98\x82\xf0\x9f\x98\x82 \xd8\xaf\xd8\xaa\xd8\xad\xd8\xa7\xd8\xac\xd9\x8a\xd9\x83 @nourialmalikiiq',California USA | iraq 
b'@TheWordAlive\xe2\x80\x99s strobe lights are fucking killing me',"New Jersey, USA"
b'https://t.co/IxQj41G3Cz',828
b'Good timeout',AL ✈️ NY
b'dont tell me a problem is just an opportunity in disguise ur white \xf0\x9f\xa4\xac',"Atlanta, GA"
b'@RepGosar @dougducey @andybiggs4az @LindseyGrahamSC @JudiciaryDems',None
b'@NBA @Bucks @hornets Charlotte Hornets #AllFly',Charlotte  NC
b'bro what part of \xe2\x80\x9clet\xe2\x80\x99s get breakfast together \xf0\x9f\xa5\xba\xe2\x80\x9d don\xe2\x80\x99t u get I\xe2\x80\x99m in love w you',fwtx
b'@ctep #same',"Charlotte, NC USA"
"b'Saqu\xc3\xa9 mi detective a pasear, consegu\xc3\xad en facebook e ig a la persona del eye contact :-)))))))'","Caguas, Puerto Rico"
b'Us bad boys get all the girls break their hearts \xf0\x9f\x92\x94 and leave it to the good guys to play captain Save her all until we do the nasty again',Hell 
b'Find you a man who loves you as much as Gary Danielson loves Bama',"Glenmoore, PA"
b'A street beggar teaches a valuable lesson to her and her great-grandson https://t.co/EcLwXu09ai',Miami/NYC
b'we sippin https://t.co/szPbZ8pSR9',"Los Angeles, CA"
"b'Getting a new tire put on my car, because the old on is wicked bad...can see the wires in several spots on the tire\xe2\x80\xa6 https://t.co/Jdh7te3NmL'","Southern California, USA"
b'THAT PART \xf0\x9f\x92\xaf',"Youngstown, OH"
b'throwback to soph year of hs https://t.co/aTKjg8qViX',bay / hayward - ca
b'@Reuters A martyr?',"Reno, NV"
b'One of these days someone is going cause a head on collision driving the wrong way down our one way street.',"New Orleans, LA"
b'The boys #pitbullsoftwitter #pitbull #pitbulls #pitbullbreed #dogsoftwitter #tulsapitbulls #furbaby #furbabies\xe2\x80\xa6 https://t.co/dnqg0meI2q',None
b'@haleeeyyyy94 Shit obviously they defense too. That\xe2\x80\x99s crazy. Giving up 50? Sheesh.',"Lawrenceville, GA"
b'Imagine someone breath hot as shit cause they just got finished chugging a liter of decaf piss. https://t.co/HQd4xHUa0R',"Maryland, USA"
b'@PapaDemon3 @MyLifeIsMunitz Thank you for making my point',"Huntington Beach, CA"
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x85\xf0\x9f\x98\x85',"Buffalo, NY"
b'\xd9\x86\xd8\xad\xd9\x86 \xd9\x85\xd9\x86 \xd8\xb7\xd9\x84\xd8\xa7\xd8\xa8 \xd8\xa7\xd9\x84\xd8\xad\xd9\x8a\xd8\xa7\xd8\xa9 \xd9\x88 \xd9\x86\xd8\xad\xd8\xa8\xd9\x87\xd8\xa7 \xd8\x8c \xd9\x88\xd9\x84\xd9\x83\xd9\x86 \xd9\x86\xd8\xad\xd8\xa8\xd9\x87\xd8\xa7   \xd8\xb9\xd8\xb2\xd9\x8a\xd8\xb2\xd8\xa9 \xd9\x88\xd9\x83\xd8\xb1\xd9\x8a\xd9\x85\xd8\xa9.',"Marina del Rey, CA       USA"
b'Why do my knees feel so weak all of the sudden?',"New York, NY"
b'https://t.co/tZkgTFj2D2',"Monroe, NC"
b'\xf0\x9f\x98\xad\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',"Essex County, MA (978)"
b'omg these 13 year olds are talking about their friend who\xe2\x80\x99s pregnant. WHERES UR MOTHER?',None
b'Ignorance',Chicago
b'@_BabyyyyG https://t.co/wVCwTVLOIW',"Rialto, CA"
b'I\xe2\x80\x99m happy where i am right now and nobody can say shit about it.',Hitting dingers 
b'@K_Kash5 @JuHefner17 \xf0\x9f\x98\x82\xf0\x9f\x92\x80\xf0\x9f\x98\x82mane yall be koo',"Hammond, LA"
b'@m_giustiniano dont do it. stay emotionally unavailable forever',"New Orleans, LA"
b'Jacob Nielsen first goal of season for St. Lawrence on the powerplay at 12:45 of the first has the Saints up 1-0 ov\xe2\x80\xa6 https://t.co/RN5YoW1FXB',Eastern Maine
b'gogoghfhfhf https://t.co/U7i7VAeKbS',niko ◦ 21 ◦ he/him
b'Just posted a photo @ Maya Del Sol https://t.co/VtUYFoN7OC',"Chicago, LA and DC"
b'Another classy day at @Hebron121. \n\nSomeone thought it would be fun to ring the doorbell and then pour what looks a\xe2\x80\xa6 https://t.co/jWuxptKK88',"Lewisville, TX"
b'\xc3\xbaltimo porque de verdad me encanta https://t.co/M3XPRbVC1k',"Chapel Hill, NC"
"b'na she dead ass wrong for this, ppl paying yo ass to perform bitch'",None
b'@SondraMayy Faxxxxx',None
b'Hey',None
b'\xf0\x9f\x98\x8fListening to Duckin by Le$ on @PandoraMusic\nhttps://t.co/kdC6AiyKdc https://t.co/ei7i3713Rn',I am originally from Oakland.
"b'@zblox No thank you! I side with Bama, Oregon, Ohio State and Clemson this year \xf0\x9f\x98\xac\xf0\x9f\xa4\xa2'","West Jordan, Utah"
b'Senior night! #GoUtes https://t.co/yu4rwor0qh',None
b'@MysterySolvent Hillary\xe2\x80\x99s Emails?? He wishes\xf0\x9f\x98\x82',"San Diego, CA"
b'@crayator Now he has to go another month without a nut',"Orlando, FL"
b'@Oneandonlysir93 https://t.co/fNnA6t6XUG',"Rhode Island, USA"
b'@JeffBurton Wooden would have released that monster',"Brooklyn, NY"
b'@V4ccin3 @GnomeTTV Yep',"Pittsburgh, PA"
b'brodie \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd https://t.co/m1Zfsph3Qa',"New Orleans, LA"
"b'If jobs with titles like ""Operations Manager - N"" sound appealing to you, follow us to hear about these types of op\xe2\x80\xa6 https://t.co/tUekPfLJtY'",Worldwide
b'@lXKishkumenXl wyd today daddy',"Where the Wild Things Are, CA"
"b'Can you recommend anyone for this #Accounting job in San Diego, CA? Click the link in our bio to see it and more. P\xe2\x80\xa6 https://t.co/h8a4dejj2O'","La Jolla, CA"
b'I see this couple together; homie is more cheeked up than his girl. \xf0\x9f\x98\xb3',"El Paso, TX"
"b'Team @BernieSanders ain\xe2\x80\x99t playing no games! We came, We saw, We organized.'","Des Moines, IA"
b'Catterplliars',Colorado
"b'Thank you Duke, very cool!'","Houston, TX"
"b'#Familia \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd @ Hacienda Heights, California https://t.co/hODA7zgeSc'",None
b'@PeteRoulier Joe has to start hitting or this team isn\xe2\x80\x99t going far in conference and post season play.',479
"b""Then let's get her done""","Holmesburg, Philadelphia"
b'Baby groot is better than baby yoda',"Houston, TX"
b'J-Mac with the stick!',"Minneapolis, MN"
b'@ThomasAMulhall \xf0\x9f\x99\x80I love your cat \xf0\x9f\x90\x88 picture at the top\xf0\x9f\x98\xbe\xf0\x9f\x98\xbc\xf0\x9f\x8c\xbb\xf0\x9f\x90\x9dFollowing\xf0\x9f\x8c\xbe\xf0\x9f\x90\x9bResistors\xf0\x9f\xa5\x80\xf0\x9f\x90\xa2You follow\xf0\x9f\x90\xb6\xf0\x9f\x90\xbe\xf0\x9f\x99\x80I follow\xf0\x9f\x8c\x8a\xf0\x9f\x92\x99',"Lakeland, Florida, USA"
b'day 3 of drinking and I seem to want to get fucked up. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/WUXZE6itUZ',"Washington, DC"
"b'Democrats have passed over 200 bills, still waiting on @senatemajldr to bring all these bills to the Senate floor t\xe2\x80\xa6 https://t.co/1Z9nX95RRt'","Merced, Ca"
b'@TheBlackKidJ Y\xe2\x80\x99all better get it together we comin for y\xe2\x80\x99all next year \xf0\x9f\x91\x80',"Cookeville, TN"
b'Can you guys start calling me Smoke Monday?',None
b'https://t.co/iFv7Zw8u7X\nNo you value ladies!!! Stop letting boys toy with your emotions. You only end up hurt and devastated.',"California,USA"
"b'@ouhkitsevelyn Because he wanted to cheat but he thought about what he can lose , a women could never. They\xe2\x80\x99d fuck instantly, no hesitation'","North Highlands, CA"
"b'Regardless of this outcome, I would not want to be anywhere near the Bama locker room when Saban walks in \xf0\x9f\x98\xb3\n\n#IronBowl #IronBowl2019'","Florida, USA"
b'@Factfinder4Dem @MissOMara She\xe2\x80\x99s from Tulsa. Idiot.',None
b'We heard that before.',"Texas, USA 🇺🇸🇺🇸🇺🇸"
b'Let\xe2\x80\x99s raise it up #Martyparty style and bring home roadie win! #LetsGoCanes #takewarning Tampa as a #bunchofjerks p\xe2\x80\xa6 https://t.co/8LEGuDsBfG',lost in the woods 
"b'The Shape of Hops to Come @NCBCBeer @ King of Prussia, Pennsylvania https://t.co/PJp3jH8H2M'","Hopatcong, New Jersey"
b'@perlmutations Says that man who made millions of dollars working on a show that aired in the US and glorified guns\xe2\x80\xa6 https://t.co/A8hmEXwwFR',"Evansville, IN"
b'@tonydombrowski @matthewelkins1 @JohnnyKaneFSD No one can take away from Johnny Kane. He\xe2\x80\x99s the man!',Atlanta | Detroit
b'@EvelDick Eat all 500 mg lol',None
b'Rainy Days W My Baby \xf0\x9f\x92\x99\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe https://t.co/7FRV74NPHd',None
b'i lost sight of who i wanted to be because of a boy &amp; that\xe2\x80\x99s something i won\xe2\x80\x99t do again. i have too much to offer &amp;\xe2\x80\xa6 https://t.co/jB0tMUTURg',"Fort Worth, TX"
b'@nikya_jonae01 girl I cleaned everything before I left \xf0\x9f\x98\x82 ion know what got into me but ik ima be happy when I go ba\xe2\x80\xa6 https://t.co/TZrilMcLT8',"Athens, GA"
"b'Make it a good one, Nick.'","Tuscaloosa, AL"
b'wifey \xf0\x9f\x98\x8b\xf0\x9f\xa5\xb5\xf0\x9f\x98\x8d\xf0\x9f\xa4\xa4',"Newnan, GA"
"b'#hangoverrecoverymode #webstagram @ Hyde Park, Chicago https://t.co/ON9Ob17xfp'",Go ILL -CHI-TOWN luvs!
b'How about not trolling an amateur athlete who did what he thought was best for his future?',"Greenville, SC"
b'Go @NavyFB https://t.co/YIXisFDO1v',J'ville
b'If you see me and @zyananythia taking shots to the head... mind your business.',"Denver, CO"
"b'Honestly my favorite... everyone remember you are NOT allowed to complain when your team performs poorly, real fans\xe2\x80\xa6 https://t.co/NhQ7FVW0Gm'","Minnesota, USA"
b'@Ibutterfly34 She has 23 followers',"Philadelphia, PA"
b'@Big_Kimmie_Vert That\xe2\x80\x99s mean \xf0\x9f\xa4\xa3',on my Ps & Qs
b'\xe2\x9d\x84\xe2\x98\x83\xef\xb8\x8f\xe2\x9d\x84 https://t.co/x6egskzAjB',"Highland Village, TX"
"b'@B_Monroe15 I\xe2\x80\x99m not playing in that meaningless bowl game, especially if I\xe2\x80\x99m a fringe player. He\xe2\x80\x99s been banged up t\xe2\x80\xa6 https://t.co/MFxNZZPgGx'","Parkland, FL"
b'Sunny spot on a bench in @aleyalehmann today! @ Verdi Square https://t.co/Vp99PGXgJU',New York City
b'https://t.co/n0TJ3Wuj1C',"Houston, TX"
b'A NFL Team I love: Raiders \nA NFL Team I like: Packers\nA NFL Team I dislike: Patriots \nA NFL Team I hate: Chiefs\nA\xe2\x80\xa6 https://t.co/qco5EVUKvR',501 by way of 661
b'#OneLastRide @legacymi_fball @DarylD20 shorian_football @ Legacy Center Indoor Sports https://t.co/tWTPrG8wBQ',"SCS 🚘 Berkley, MI "
b'My favorite recent kitchen appliance purchase was actually my Dutch oven...',pittsburgh
"b'Halftime: Cowley Women 37, Barton 32. \n\nLady Cougars down by as many as 11 in the 2nd Quarter, brought it back to w\xe2\x80\xa6 https://t.co/6oPhVft0cD'",None
b'@CoolMoDeya wya',None
b'\xf0\x9f\x91\x99\xf0\x9f\x8c\x88 #shopaholic #fashion #fashionblogger #highfashion #model #modeling #pink #rt #love #BrandAmbassador https://t.co/3k9SMe7z1d',None
"b'My relationship with God is my number one focus . I know that if i take care of that, God will take care everything else \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xe2\x80\xbc\xef\xb8\x8f'",None
b'@AjKFAN Jesus',"St Paul, MN"
b'Best O-Line in the country!',"Denver,CO"
b'A car hit the concrete base of a sign at the H.H. Dorje Chang Buddha III Cultural and Art Museum\xe2\x80\xa6 https://t.co/LQDSuRt6Uq',None
b'@babytacomeat @RexRapt28422524 Britons never ever shall be slaves ALV https://t.co/FuAtrE6l3B',"Tijuana, Baja California"
"b""@ErniePenley That's how the democrats believe they can control people by first taking the guns away. That's excatel\xe2\x80\xa6 https://t.co/ILQfpSp3h7""","Denver, CO"
b'@herecometheiris \xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f\xe2\x98\x98\xef\xb8\x8f',"Galt, California"
b'What is the point of being on \xe2\x80\x9cdivert status\xe2\x80\x9d if you\xe2\x80\x99re going to keep bringing patients here? \xf0\x9f\x99\x84 #overit',"Union, NJ"
b'@TrumpGoldenAge @ScottAdamsSays @joelpollak Because she doesn\xe2\x80\x99t want to (she\xe2\x80\x99s said this) and there\xe2\x80\x99s no evidence t\xe2\x80\xa6 https://t.co/L5R42upLM9',Los Angeles
b'@elephelie @mviaudofficiel @Angelo_Polv Tout \xc3\xa7a. The Fucking Queen. \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xe2\x9c\xa8\xf0\x9f\x8e\xb6\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x91 No one will ever create another con\xe2\x80\xa6 https://t.co/1Z8dGlazQR',"San Francisco, CA"
b'@fharding0 keeb time keeb time!',"Portland, OR"
b'Wow....real brotherhood!!!',None
b'Lol guess they can\xe2\x80\x99t count in the #SEC',None
b'i\xe2\x80\x99m finally out of jail',"New York, NY"
b'BiG gangsta Vibes Extotic',Dumaine6|LaffiteReal6$ide
b'Uyyyyy',"California, USA"
b'@ta_kyraaa Hey if you are still looking for a logo let me know I would be glad to talk with you to see if I am a go\xe2\x80\xa6 https://t.co/2x6Wc5VXA1',"Statesville, NC"
b'I wanna go thee fuck home',"Earth, duh"
b'This is disgusting fake ass friends.',Sacramento
b'The trucker who has the answers',None
b'I want to make or join a stream team. I\xe2\x80\x99m way to talented and entertaining to not have 75+ concurrent viewers at this point.',804
b'Din Din \xf0\x9f\x98\x8b',Cleveland OH
b'Backdoor cover time in Palo Alto?',Nashville Tennessee 
b'@mkohl14 That\xe2\x80\x99s where I think one would be perfect. Near coffee and bakery.',"Ohio, USA"
b'@Revaluation444 @CIA Indeed. https://t.co/0upX4yxo4s',Donations help build our site:
b'Saban is way to calm!',"Dallas, GA"
b'I\xe2\x80\x99m gonna be sick',The South
"b'Yea it\xe2\x80\x99s time to go in the house , niggahs walking up to me talking bout some you smoke k2 lmaooo no I don\xe2\x80\x99t I smoke gas sir'",in da maybach .
b'You can\xe2\x80\x99t sing in the theater?',None
b'#selfie #bathroomselfie #nofilter #fun #share #usa #picoftheday #instapic #orlandoflorida #florida #orlando\xe2\x80\xa6 https://t.co/Bczv3r2mCn',Florida & Calgary
b'@PettyLastWeek \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3',"Houston, TX🤘🏾"
b'Need a gf just to get shit done for me while I\xe2\x80\x99m working',"Texas, USA"
b'UNLV AND Liberty?! https://t.co/lQAJOpnbGu',"Las Vegas, Nevada"
b'unpopular opinion : i feel like i am the only human to find post malone and yung gravy hot',she
b'@JoeHealey42 @steveaustinBSR @crafty_devils https://t.co/0Tb1yrWI0G',"San Diego, CA"
"b""@ayoush_____ Bid'ah veut dire innovation religieuse.\nDonc innovation technologique tel que voiture, twitter, avion,\xe2\x80\xa6 https://t.co/RMAO3MBQUQ""",None
b'hanging with him right now wym \xf0\x9f\x98\xb4',Nigeria
b'And let me guess.. YOU\xe2\x80\x99RE the soulmate?! \xf0\x9f\x98\x82 \n\nI\xe2\x80\x99ve never even spoken with you. You are insane. Go away.',"Los Angeles, CA"
b'Bro first our limo gets pulled over and now our Lyft almost crashed \xf0\x9f\x98\x82',texasss
b'writing writing writing',under these bitches skin
b'@KatyWellhousen I think my client does but that hasn\xe2\x80\x99t helped',Los Angeles
b'#sold #ebaysold #bolo https://t.co/qqwmySTbK9 #urbanpicker #helferstay #saintlouis #ebayseller #thriftstorefinds\xe2\x80\xa6 https://t.co/ySF4Gs7LTv',"Maryland Heights, MO"
b'@chrisdelia CANT WAIT TO SEE YOU TONIGHT IN HOUSTON!!!!!!! #Babies',"Houston, TX"
b'I was gonna go home and nap cause I feeling sleepy at work but now that I\xe2\x80\x99m off I\xe2\x80\x99m in a super good mood??? \xf0\x9f\xa4\x94',Nowhere to be found
b'https://t.co/FI7WUb01sh',Wano 
b'@session_boy321 You wont.. Take yo ass to work',Patriots and Seminoles 
b'@Follow_DTrick Alright I\xe2\x80\x99m off at 7:30 ... Chinese food is good ... fried rice/chow mei with ORANGE CHEEEEEECKeeeen',None
b'Check out Return to Sender by Elvis Presley on Amazon Music\nhttps://t.co/OaQpKmZqCt',@ProudResister
b'Couldn\xe2\x80\x99t tell a mf wat happiness was if my life depended on it',holy city
b'Defense? D\xc3\xb3nde est\xc3\xa1n?',Usually in my car.
b'@W_H_O_R_W fuck https://t.co/WAByLADgYc',im baby
b'@Melissa18156341 @WayneDupreeShow REALLY. WHO SITS AT HOME WATCHING THIS CRAP?',None
b'@miguelmag3 @Freebandzant__ @slimebj Ole Boy Tripping Out Here',"Houston, TX"
b'Providence N2 #Phish https://t.co/pSeVaXMXgP',a bar in Peru
b'@adamkotsko IOW he\xe2\x80\x99s confused because when people say \xe2\x80\x9cthat\xe2\x80\x99s neoliberalism\xe2\x80\x9d he just thinks \xe2\x80\x9cthat\xe2\x80\x99s reality\xe2\x80\x9d',"Nevada City, CA"
b'Miss watching you address these situations @kimby2929.',"Shiloh, IL"
b'@MarcWeinbergWX I kinda wish Lamar had stuck around for this game. It would have been an epic duel.',"Louisville, KY"
b'Ubbi Dubbi wishlist \n-1788-L\n-Griz \n-INZO \n-Space Wizard \n-Luzcid \n-Mize \n-Sully \n-Calcium \n-Midnight T\n-Freddy Tod\xe2\x80\xa6 https://t.co/mzFW10K38x',"Arlington, TX"
b'@pobrexito Blocked FG would be funnier',"Flagstaff, AZ"
b'Shoutout to all the sports fans trapped shopping RN (@mightyjofoto). Missing a good one #IronBowl2019 https://t.co/K1yd9OeGEo',"St Louis, MO"
b'should i get drunk and go to the sex shop be honest',a blackhole 
b'You really only notice the play by play announcers when they\xe2\x80\x99re bad. Gary is the worst',None
b'@EthanMilIionare @sharingscash Please - need it',"Fort Lauderdale, FL"
b'@_kevinkirkland Well the black leprechaun just shimmied on national TV',None
b'IM GETTING ABSOLUTELY WASTED TONIGHT AND NO ONE CAN FUCK WIT ME',"Mississauga, Ontario"
b'Just want to congratulate @Coach_DTuttle and the @ACJaguarFB team on a fantastic season! Can\xe2\x80\x99t wait to see where the program goes from here!',"Andover, KS"
b'Could not be happier for coach Jim Ahern and @lchscougarsport! Sam Edwards told us earlier this week they all wante\xe2\x80\xa6 https://t.co/vw4pqNSIlt',None
b'@lisa619 @PamelaC120369 @amyallantdf @travelchannel @stevedischiavi @Derm_girl98 @tootlelOops @AmydSier\xe2\x80\xa6 https://t.co/Z1wVjct71C',Worldwide
b'@ProdigyDDK yuhg',mars
b'@randallpryor They have no choice but to',"Orlando, FL"
b'@Claudiashein Acarriados tortas gratis y jugos de a peso !!\xf0\x9f\x98\x82\xf0\x9f\x98\x82 c\xc3\xa1igale',San miguel el alto—- alabama 
b'@ExposureD1 Check out Floyd\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbe (@FloydDozier): https://t.co/VkNO1MwPbn',None
b'Game decided on this play.',"Houston, TX"
b'Probably tweeted this already but ima say it again. I just LOVE that newborn baby smell',"St Louis, MO ✈️ New Orleans "
b'@HuddlestonJs @Maries203 Prayers going up Dani. \xf0\x9f\x95\x8a\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',"New York, USA"
b'@GZSports_ZM  Happy birthday! Thanks for tweeting all the things I\xe2\x80\x99m actually feeling when I\xe2\x80\x99m watching the Steelers!! \xf0\x9f\x98\x82\xf0\x9f\xa5\xb3',"Athens, OH"
b'Oh it\xe2\x80\x99s been a mf day \xf0\x9f\xa5\xb4',"Trinidad, CO"
"b'Honestly, these two are my favorite YouTube couples.'","Clarksville, AR"
b'getting visits from friends &gt;&gt;&gt;&gt;',"Pomona, CA"
b'Inmigrante muestra c\xc3\xb3mo vive en un apartamento bajo tierra  en Nueva Yor... https://t.co/qCsX5VaDqQ via @YouTube',"New York , New York"
b'Watching my nephews is super easy when they decide they want to sit in a box and that is all.',Malik 💛
"b""I'm at Toro in Scottsdale, AZ https://t.co/DjXL42x91Z""",VA
b'Godfather of Harlem is good so far.',None
b'Investing in microblading #excited',None
b'Can\xe2\x80\x99t wait to link wit oomf and take cute pics of us booed up \xf0\x9f\xa4\xa3',"North Carolina, USA"
b'Halftime: Georgia Southern holds a 17-7 lead and will receive first to start the second half',"Atlanta, GA"
